コード,名称,市場,セクター,時価総額,発行株式数,株価,配当金,業種別PER,EPS,BPR
5602,栗本鐵工所,東証一部,鉄鋼,31084,13398490,2320,50.00,20.7,175.70,4508.94
5603,虹技,東証一部,鉄鋼,7528,3362163,2239,50.00,20.7,196.84,2818.20
5607,中央可鍛工業,名証二部,鉄鋼,7869,15400000,511,10.00,20.7,71.48,1176.73
5609,日本鋳造,東証二部,鉄鋼,8273,5135150,1611,25.00,20.7,62.35,1836.31
5610,大和重工,東証二部,鉄鋼,1956,13580000,144,-,20.7,0.37,239.67
5612,日本鋳鉄管,東証一部,鉄鋼,6125,32930749,186,-,20.7,9.42,353.56
5614,川金ホールディングス,東証二部,鉄鋼,7820,20000000,391,7.50,20.7,45.42,749.80
5631,日本製鋼所,東証一部,機械,211288,74292607,2844,25.00,16.8,122.46,1488.64
5632,三菱製鋼,東証一部,鉄鋼,45590,15709968,2902,60.00,20.7,194.99,3920.04
5644,メタルアート,東証二部,鉄鋼,6836,15786910,433,-,20.7,45.06,759.24
5658,日亜鋼業,東証一部,鉄鋼,16614,51755478,321,-,20.7,-,880.54
5659,日本精線,東証一部,鉄鋼,30611,6492293,4715,75.00,20.7,381.46,4310.16
5660,神鋼鋼線工業,東証二部,鉄鋼,8775,5869886,1495,50.00,20.7,144.14,3090.95
5695,パウダーテック,JQS,鉄鋼,13217,2970000,4450,85.00,20.7,391.37,3205.59
5697,サンユウ,東証二部,鉄鋼,6377,6091000,1047,7.00,20.7,67.83,1242.73
5698,エンビプロ・ホールディングス,東証二部,鉄鋼,6475,6468540,1001,30.00,20.7,113.78,1341.94
5702,大紀アルミニウム工業所,東証一部,非鉄金属,37347,43629235,856,15.00,23.4,88.62,662.40
5703,日本軽金属ホールディングス,東証一部,非鉄金属,207679,619937500,335,8.00,23.4,29.07,260.49
5704,JMC,東証マザ,非鉄金属,2799,2604000,1075,-,23.4,3.85,698.73
5706,三井金属鉱業,東証一部,非鉄金属,316850,57296616,5530,70.00,23.4,350.20,3020.80
5707,東邦亜鉛,東証一部,非鉄金属,68063,13585521,5010,100.00,23.4,419.76,3833.70
5711,三菱マテリアル,東証一部,非鉄金属,539107,131489535,4100,80.00,23.4,236.68,4761.74
5713,住友金属鉱山,東証一部,非鉄金属,1245847,290814015,4284,70.00,23.4,228.43,3510.37
5714,DOWAホールディングス,東証一部,非鉄金属,281741,61989206,4545,90.00,23.4,439.29,3709.64
5715,古河機械金属,東証一部,非鉄金属,79597,40445568,1968,50.00,23.4,111.37,1904.06
5721,エス・サイエンス,東証一部,非鉄金属,7846,100593749,78,-,23.4,-0.65,29.86
5724,アサカ理研,JQS,非鉄金属,4242,2572300,1649,15.00,23.4,98.53,1070.01
5726,大阪チタニウムテクノロジーズ,東証一部,非鉄金属,58806,36800000,1598,-,23.4,40.76,937.78
5727,東邦チタニウム,東証一部,非鉄金属,62006,71270910,870,7.00,23.4,29.51,549.28
5729,日本精鉱,東証二部,非鉄金属,8521,2605900,3270,50.00,23.4,278.45,2466.93
5741,UACJ,東証一部,非鉄金属,152717,48328193,3160,60.00,23.4,352.28,3856.70
5742,エヌアイシ・オートテック,JQS,非鉄金属,11418,5500000,2076,33.00,23.4,102.96,764.41
5753,日本伸銅,東証二部,非鉄金属,4515,2370000,1905,10.00,23.4,233.00,2431.85
5757,CKサンエツ,東証二部,非鉄金属,26495,8867000,2988,30.00,23.4,357.61,3407.81
5758,FCM,JQS,非鉄金属,4997,1704267,2932,35.00,23.4,114.45,2395.76
5781,東邦金属,東証二部,非鉄金属,3738,2338001,1599,0.00,23.4,30.18,891.59
5801,古河電気工業,東証一部,非鉄金属,460042,70666917,6510,60.00,23.4,361.84,2952.61
5802,住友電気工業,東証一部,非鉄金属,1474348,793940571,1857,43.00,23.4,147.46,1823.13
5803,フジクラ,東証一部,非鉄金属,267165,295863421,903,14.00,23.4,70.11,731.03
5805,昭和電線ホールディングス,東証一部,非鉄金属,30981,30826861,1005,0.00,23.4,58.42,918.02
5807,東京特殊電線,東証一部,非鉄金属,16511,6808788,2425,40.00,23.4,-,1415.41
5809,タツタ電線,東証一部,非鉄金属,55564,70156394,792,14.00,23.4,51.79,630.43
5815,沖電線,東証一部,非鉄金属,11931,3899087,3060,80.00,23.4,171.70,2759.10
5816,オーナンバ,東証二部,非鉄金属,5676,12558251,452,10.00,23.4,47.86,1170.13
5817,JMACS,東証二部,非鉄金属,3298,4691555,703,15.00,23.4,36.47,980.08
5819,カナレ電気,東証一部,非鉄金属,17732,7028060,2523,48.00,23.4,193.35,1809.48
5820,三ッ星,JQS,非鉄金属,2455,1266655,1938,40.00,23.4,288.99,4096.00
5821,平河ヒューテック,東証一部,非鉄金属,26265,17627800,1490,18.50,23.4,142.37,1569.22
5851,リョービ,東証一部,非鉄金属,101530,32646143,3110,50.00,23.4,259.50,3353.26
5852,アーレスティ,東証一部,非鉄金属,25455,26027720,978,26.00,23.4,170.22,2463.95
5856,東理ホールディングス,東証二部,非鉄金属,7308,87000000,84,2.00,23.4,4.91,62.12
5857,アサヒホールディングス,東証一部,非鉄金属,86684,36254344,2391,60.00,23.4,233.13,1377.45
5900,ダイケン,JQS,金属製品,4950,5970480,829,15.00,16.2,51.08,2015.97
5901,東洋製罐グループホールディングス,東証一部,金属製品,432501,217775067,1986,14.00,16.2,73.94,3282.24
5902,ホッカンホールディングス,東証一部,金属製品,28016,67346935,416,7.50,16.2,65.62,843.26
5903,シンポ,JQS,金属製品,5680,6140850,925,12.00,16.2,75.97,659.64
5905,日本製罐,東証二部,金属製品,1730,1392000,1243,30.00,16.2,105.71,3333.90
5906,エムケー精工,JQS,金属製品,7221,15595050,463,8.00,16.2,24.14,718.78
5907,JFEコンテイナー,東証二部,金属製品,12732,2867500,4440,100.00,16.2,537.75,8340.74
5909,コロナ,東証一部,金属製品,35768,29342454,1219,28.00,16.2,64.77,2425.13
5911,横河ブリッジホールディングス,東証一部,金属製品,95094,45564802,2087,18.00,16.2,132.86,1712.50
5912,OSJBホールディングス,東証一部,金属製品,40674,122513391,332,6.00,16.2,17.56,197.89
5915,駒井ハルテック,東証一部,金属製品,12536,4972709,2521,60.00,16.2,174.65,5933.64
5918,瀧上工業,東証二部,金属製品,14702,2697600,5450,100.00,16.2,229.05,16151.80
5921,川岸工業,東証二部,金属製品,16635,15000000,1109,20.00,16.2,178.46,1412.16
5922,那須電機鉄工,東証二部,金属製品,4890,1200000,4075,100.00,16.2,-,12320.09
5923,高田機工,東証一部,金属製品,7205,2237586,3220,60.00,16.2,272.28,7522.67
5928,アルメタックス,東証二部,金属製品,4825,11912515,405,12.00,16.2,31.05,895.18
5929,三和ホールディングス,東証一部,金属製品,316545,235000000,1347,30.00,16.2,84.39,579.05
5930,文化シヤッター,東証一部,金属製品,65193,72196487,903,20.00,16.2,47.42,928.32
5932,三協立山,東証一部,金属製品,50551,31554629,1602,35.00,16.2,63.72,2615.13
5933,アルインコ,東証一部,金属製品,26299,21039326,1250,37.00,16.2,107.26,1207.46
5935,元旦ビューティ工業,JQS,金属製品,3264,771606,4230,30.00,16.2,312.82,4061.10
5936,東洋シヤッター,東証一部,金属製品,3960,6387123,620,15.00,16.2,70.98,896.16
5938,LIXILグループ,東証一部,金属製品,953250,313054255,3045,60.00,16.2,149.37,2006.52
5939,大谷工業,JQS,金属製品,3278,880000,3725,30.00,16.2,282.33,3095.40
5940,不二サッシ,東証二部,金属製品,13511,126267824,107,1.00,16.2,9.51,133.40
5941,中西製作所,東証二部,金属製品,8147,6306000,1292,25.00,16.2,160.25,2067.72
5942,日本フイルコン,東証一部,金属製品,18377,22167211,829,11.00,16.2,86.15,905.62
5943,ノーリツ,東証一部,金属製品,103322,50797651,2034,32.00,16.2,127.57,2298.69
5945,天龍製鋸,JQS,金属製品,14325,5573817,2570,-,16.2,180.47,5236.74
5946,長府製作所,東証一部,金属製品,99378,35980500,2762,32.00,16.2,89.23,3518.51
5947,リンナイ,東証一部,金属製品,501196,51616463,9710,90.00,16.2,461.53,5306.41
5949,ユニプレス,東証一部,輸送用機器,146881,47843973,3070,45.00,16.9,292.90,2704.27
5950,日本パワーファスニング,東証二部,金属製品,4336,18688540,232,5.00,16.2,6.05,218.73
5951,ダイニチ工業,東証一部,金属製品,15609,19058587,819,22.00,16.2,28.28,1344.14
5952,アマテイ,東証二部,金属製品,1675,12317000,136,2.00,16.2,8.50,96.62
5953,昭和鉄工,福証,金属製品,2018,897000,2250,50.00,16.2,184.18,4824.41
5955,ヤマシナ,東証二部,金属製品,10484,143611765,73,1.00,16.2,2.16,69.90
5956,トーソー,東証二部,金属製品,6567,11897600,552,10.00,16.2,41.83,1097.96
5957,日東精工,東証一部,金属製品,26030,39985017,651,9.00,16.2,42.34,615.35
5958,三洋工業,東証一部,金属製品,7719,3520000,2193,60.00,16.2,258.62,3889.50
5959,岡部,東証一部,金属製品,56426,53790632,1049,30.00,16.2,73.05,1076.15
5962,浅香工業,東証二部,その他製品,2016,1037080,1944,30.00,22.7,62.42,2836.30
5964,東洋刃物,東証二部,金属製品,1514,1577300,960,-,16.2,110.75,1018.34
5965,フジマック,東証二部,金属製品,14186,7136000,1988,25.00,16.2,236.52,2316.24
5966,京都機械工具,東証二部,金属製品,5106,2477435,2061,65.00,16.2,225.38,3800.99
5967,TONE,東証二部,金属製品,5739,11713000,490,12.00,16.2,69.88,488.91
5969,ロブテックス,東証二部,金属製品,2441,1000000,2441,70.00,16.2,223.89,3836.98
5970,ジーテクト,東証一部,金属製品,101349,43931260,2307,38.00,16.2,201.68,2489.50
5971,共和工業所,JQS,金属製品,7147,6800000,1051,15.00,16.2,81.01,1454.41
5973,トーアミ,東証二部,金属製品,3680,6400000,575,15.00,16.2,42.27,1782.62
5974,中国工業,東証一部,金属製品,2695,3420000,788,10.00,16.2,41.33,1219.38
5975,東プレ,東証一部,金属製品,185295,54021824,3430,52.00,16.2,272.97,2413.80
5976,高周波熱錬,東証一部,金属製品,48432,43790500,1106,22.00,16.2,72.04,1385.34
5979,カネソウ,名証二部,金属製品,7013,1440000,4870,150.00,16.2,210.72,9572.10
5981,東京製綱,東証一部,金属製品,27331,16268242,1680,40.00,16.2,167.47,1433.53
5982,マルゼン,東証二部,金属製品,40865,19780000,2066,24.00,16.2,161.50,1885.63
5983,イワブチ,JQS,金属製品,6534,1100000,5940,200.00,16.2,467.56,14515.82
5984,兼房,東証二部,金属製品,11906,14310000,832,18.50,16.2,61.15,1581.40
5985,サンコール,東証一部,金属製品,23091,34057923,678,18.00,16.2,62.96,1035.12
5986,モリテックスチール,東証一部,金属製品,14144,22558063,627,10.00,16.2,24.10,570.12
5987,オーネックス,JQS,金属製品,3785,16600000,228,2.00,16.2,11.35,320.12
5988,パイオラックス,東証一部,金属製品,120510,39254100,3070,34.00,16.2,192.66,2201.02
5989,エイチワン,東証一部,金属製品,35236,28392830,1241,24.00,16.2,106.40,1967.40
5990,スーパーツール,JQS,金属製品,4682,10405480,450,18.00,16.2,51.95,802.71
5991,日本発條,東証一部,金属製品,311672,244066144,1277,23.00,16.2,105.44,1173.79
5992,中央発條,東証一部,金属製品,23691,6385599,3710,90.00,16.2,271.33,8227.65
5993,知多鋼業,名証二部,金属製品,8486,9621550,882,11.00,16.2,125.31,1537.18
5994,ファインシンター,東証二部,金属製品,10604,4420000,2399,75.00,16.2,261.27,3610.27
5997,協立エアテック,JQS,金属製品,4254,6000000,709,20.00,16.2,100.83,1073.49
5998,アドバネクス,東証一部,金属製品,11850,4153370,2853,30.00,16.2,58.80,1535.92
5999,イハラサイエンス,JQS,金属製品,28168,14000000,2012,32.00,16.2,176.09,1196.98
6005,三浦工業,東証一部,機械,325632,125291112,2599,24.00,16.8,77.30,969.23
6013,タクマ,東証一部,機械,115453,83000000,1391,14.00,16.8,81.05,828.27
6016,ジャパンエンジンコーポレーション,東証二部,輸送用機器,3987,2800000,1424,-,16.9,268.29,1576.46
6018,阪神内燃機工業,東証二部,輸送用機器,5615,3208600,1750,35.00,16.9,134.41,3689.70
6022,赤阪鐵工所,東証二部,機械,3157,1540000,2050,20.00,16.8,45.78,5529.55
6023,ダイハツディーゼル,東証二部,輸送用機器,25480,31850000,800,15.00,16.9,75.39,1143.16
6025,日本PCサービス,名証セント,サービス,857,1427700,600,0.00,25.0,-20.34,98.79
6026,GMOTECH,東証マザ,サービス,2675,1100620,2430,30.43,25.0,61.25,796.28
6027,弁護士ドットコム,東証マザ,サービス,30484,22138200,1377,0.00,25.0,14.14,58.45
6028,テクノプロ・ホールディングス,東証一部,サービス,173870,34226400,5080,113.00,25.0,222.13,809.51
6029,アトラ,東証一部,サービス,5579,8716700,640,3.00,25.0,22.50,175.96
6030,アドベンチャー,東証マザ,サービス,29004,2265900,12800,-,25.0,132.41,681.16
6031,サイジニア,東証マザ,サービス,3916,2054785,1906,0.00,25.0,-46.72,315.63
6032,インターワークス,東証一部,サービス,10713,9784000,1095,30.00,25.0,66.12,246.30
6033,エクストリーム,東証マザ,サービス,4122,2529000,1630,15.00,25.0,70.09,443.74
6034,MRT,東証マザ,サービス,7787,5250600,1483,0.00,25.0,1.91,280.69
6035,アイ・アールジャパンホールディングス,東証二部,サービス,16261,9291955,1750,40.00,25.0,81.54,370.92
6036,KeePer技研,東証一部,サービス,18410,14086020,1307,10.00,25.0,49.91,278.18
6037,ファーストロジック,東証一部,サービス,15291,5885800,2598,0.00,25.0,-,390.08
6038,イード,東証マザ,サービス,4864,4993900,974,0.00,25.0,10.08,512.78
6039,日本動物高度医療センター,東証マザ,サービス,5334,2385700,2236,0.00,25.0,111.08,538.30
6040,日本スキー場開発,東証マザ,サービス,12920,8000200,1615,0.00,25.0,31.25,601.94
6042,ニッキ,東証二部,輸送用機器,4690,2000000,2345,75.00,16.9,266.77,3547.60
6044,三機サービス,東証一部,サービス,7523,5589285,1346,23.00,25.0,74.61,287.15
6045,レントラックス,東証マザ,サービス,8129,7891800,1030,7.00,25.0,51.13,215.66
6046,リンクバル,東証マザ,サービス,6438,3250000,1981,0.00,25.0,72.94,390.84
6047,Gunosy,東証マザ,サービス,67098,22892600,2931,-,25.0,65.48,367.51
6048,デザインワン・ジャパン,東証一部,サービス,19593,15083100,1299,-,25.0,26.52,158.72
6049,イトクロ,東証マザ,サービス,54092,11340000,4770,0.00,25.0,110.69,534.22
6050,イー・ガーディアン,東証一部,サービス,22966,10405800,2207,-,25.0,51.33,205.56
6054,リブセンス,東証一部,サービス,14994,28131200,533,0.00,25.0,-,117.63
6055,ジャパンマテリアル,東証一部,サービス,100558,35049840,2869,23.00,25.0,108.01,452.99
6058,ベクトル,東証一部,サービス,68115,45868500,1485,-,25.0,39.71,202.29
6059,ウチヤマホールディングス,東証一部,サービス,11653,21618800,539,10.00,25.0,36.31,769.23
6060,こころネット,JQS,サービス,4381,3843100,1140,30.00,25.0,136.09,2282.21
6061,ユニバーサル園芸社,JQS,サービス,10517,5025000,2093,20.00,25.0,135.29,1280.08
6062,チャーム・ケア・コーポレーション,JQS,サービス,13121,6528000,2010,10.00,25.0,91.92,331.04
6063,日本エマージェンシーアシスタンス,JQS,サービス,2589,2463600,1051,-,25.0,6.09,274.87
6064,アクトコール,東証マザ,サービス,11603,7684200,1510,5.00,25.0,33.06,105.55
6065,ライクキッズネクスト,東証一部,サービス,12542,5241000,2393,0.00,25.0,152.65,579.01
6067,メディアフラッグ,東証マザ,サービス,2967,4945494,600,-,25.0,102.56,250.20
6069,トレンダーズ,東証マザ,サービス,4634,3718800,1246,-,25.0,44.75,499.78
6070,キャリアリンク,東証一部,サービス,7119,12555800,567,10.00,25.0,37.30,260.74
6071,IBJ,東証一部,サービス,32571,37785600,862,-,25.0,23.74,58.28
6072,地盤ネットホールディングス,東証マザ,サービス,7850,23087200,340,4.00,25.0,9.35,58.41
6073,アサンテ,東証一部,サービス,24400,12341900,1977,50.00,25.0,120.57,896.11
6074,ジェイエスエス,JQS,サービス,4026,4026056,1000,12.50,25.0,89.92,567.35
6076,アメイズ,福証,サービス,20723,15204000,1363,20.00,25.0,80.90,544.54
6077,N・フィールド,東証一部,サービス,27424,13210000,2076,5.00,25.0,39.86,128.97
6078,バリューHR,東証一部,サービス,12494,2878900,4340,37.50,25.0,84.27,741.97
6079,エナリス,東証マザ,サービス,24837,48415045,513,0.00,25.0,13.07,58.00
6080,M＆Aキャピタルパートナーズ,東証一部,サービス,89066,15173000,5870,-,25.0,140.27,660.02
6081,アライドアーキテクツ,東証マザ,サービス,12249,13872300,883,0.00,25.0,30.06,118.51
6082,ライドオンエクスプレスホールディングス,東証一部,サービス,10975,10442800,1051,10.00,25.0,57.86,414.08
6083,ERIホールディングス,東証一部,サービス,7253,7832400,926,30.00,25.0,52.35,281.14
6084,オウチーノ,東証マザ,サービス,4838,2382180,2031,-,25.0,-156.62,574.27
6085,アーキテクツ・スタジオ・ジャパン,東証マザ,サービス,2283,1614750,1414,0.00,25.0,0.00,608.41
6086,シンメンテホールディングス,東証マザ,サービス,8206,1787900,4590,-,25.0,123.66,484.48
6087,アビスト,東証一部,サービス,16895,3980000,4245,70.00,25.0,233.92,1152.03
6088,シグマクシス,東証マザ,サービス,16356,20394400,802,15.00,25.0,28.41,178.90
6089,ウィルグループ,東証一部,サービス,26745,21294000,1256,14.00,25.0,56.15,280.06
6090,ヒューマン・メタボローム・テクノロジーズ,東証マザ,サービス,11342,5813600,1951,0.00,25.0,-50.43,295.37
6091,ウエスコホールディングス,東証二部,サービス,6753,17724297,381,10.00,25.0,39.81,837.29
6092,エンバイオ・ホールディングス,東証マザ,サービス,8389,5483200,1530,0.00,25.0,69.45,494.95
6093,エスクロー・エージェント・ジャパン,東証一部,サービス,24491,8350000,2933,-,25.0,77.72,295.07
6094,フリークアウト・ホールディングス,東証マザ,サービス,48081,13300400,3615,0.00,25.0,68.54,301.55
6095,メドピア,東証マザ,サービス,5223,8734450,598,0.00,25.0,-32.28,134.75
6096,レアジョブ,東証マザ,サービス,3578,2333900,1533,0.00,25.0,0.00,505.31
6097,日本ビューホテル,東証一部,サービス,13637,9692425,1407,22.00,25.0,16.95,1328.50
6098,リクルートホールディングス,東証一部,サービス,4594356,1695960030,2709,22.00,25.0,73.04,448.45
6099,エラン,東証一部,サービス,22752,14890000,1528,8.00,25.0,42.42,212.16
6101,ツガミ,東証一部,機械,69399,64919379,1069,18.00,16.8,48.80,522.41
6103,オークマ,東証一部,機械,217383,33755154,6440,90.00,16.8,311.98,4431.35
6104,東芝機械,東証一部,機械,104021,149885530,694,12.00,16.8,34.80,637.40
6111,旭精機工業,名証二部,機械,8494,3088739,2750,60.00,16.8,80.88,4775.91
6112,小島鉄工所,東証二部,機械,1345,10035647,134,-,16.8,0.50,68.35
6113,アマダホールディングス,東証一部,機械,487769,378115217,1290,40.00,16.8,72.46,1137.23
6118,アイダエンジニアリング,東証一部,機械,96625,73647321,1312,30.00,16.8,81.05,1131.00
6121,滝澤鉄工所,東証一部,機械,12466,6578122,1895,30.00,16.8,167.70,2213.25
6125,岡本工作機械製作所,東証二部,機械,13356,4717895,2831,50.00,16.8,248.55,2125.00
6131,浜井産業,東証二部,機械,3774,34624000,109,0.00,16.8,0.87,15.74
6134,富士機械製造,東証一部,機械,208756,97823748,2134,40.00,16.8,131.92,1507.44
6135,牧野フライス製作所,東証一部,機械,119465,119944543,996,16.00,16.8,74.51,1146.17
6136,オーエスジー,東証一部,機械,234323,95955226,2442,44.00,16.8,127.50,1109.50
6137,小池酸素工業,東証二部,機械,13560,4522933,2998,70.00,16.8,314.09,6792.00
6138,ダイジェット工業,東証一部,機械,5666,2992999,1893,30.00,16.8,110.99,2299.86
6140,旭ダイヤモンド工業,東証一部,機械,57482,55700000,1032,13.00,16.8,40.58,1016.85
6141,DMG森精機,東証一部,機械,269793,125953683,2142,30.00,16.8,114.84,825.38
6142,富士精工,名証二部,機械,6783,21533891,315,6.00,16.8,23.87,783.99
6143,ソディック,東証一部,機械,78501,53438322,1469,20.00,16.8,-,1048.89
6144,西部電機,東証二部,機械,13947,15160000,920,14.00,16.8,47.52,1257.82
6145,日特エンジニアリング,JQS,機械,75201,18098923,4155,28.00,16.8,127.30,1293.78
6146,ディスコ,東証一部,機械,874712,35878271,24380,-,16.8,-,5049.01
6147,ヤマザキ,JQS,機械,1932,4546000,425,0.00,16.8,17.79,435.28
6149,小田原エンジニアリング,JQS,機械,20105,6392736,3145,30.00,16.8,273.60,1788.86
6150,タケダ機械,JQS,機械,3590,10200000,352,6.00,16.8,46.83,307.69
6151,日東工器,東証一部,機械,60570,21803295,2778,60.00,16.8,149.66,2357.62
6155,高松機械工業,東証二部,機械,11615,11020000,1054,20.00,16.8,88.92,1117.52
6156,エーワン精密,JQS,機械,6696,3000000,2232,60.00,16.8,162.96,3189.08
6157,日進工具,東証一部,機械,26371,12504000,2109,45.00,16.8,123.96,860.44
6158,和井田製作所,JQS,機械,5517,7028000,785,14.00,16.8,49.47,868.45
6159,ミクロン精密,JQS,機械,11459,7706100,1487,17.00,16.8,130.20,1645.75
6161,エスティック,東証二部,機械,9194,2942000,3125,55.00,16.8,249.72,1706.84
6164,太陽工機,JQS,機械,7794,2978200,2617,70.00,16.8,214.41,1379.05
6165,パンチ工業,東証一部,機械,20629,11061200,1865,27.00,16.8,127.72,1286.27
6166,中村超硬,東証マザ,機械,18809,4678900,4020,0.00,16.8,128.24,1081.66
6167,冨士ダイス,東証一部,機械,17200,20000000,860,22.00,16.8,45.00,882.80
6171,土木管理総合試験所,東証一部,サービス,10082,12827600,786,7.50,25.0,26.56,202.43
6172,メタップス,東証マザ,サービス,54491,12974010,4200,-,25.0,-,563.27
6173,アクアライン,東証マザ,サービス,6117,1951200,3135,20.00,25.0,127.80,543.78
6175,ネットマーケティング,JQS,サービス,9499,7020500,1353,10.00,25.0,53.05,230.76
6176,ブランジスタ,東証マザ,サービス,20391,14289700,1427,-,25.0,-10.52,193.54
6177,AppBank,東証マザ,サービス,3895,6798000,573,0.00,25.0,-61.47,120.44
6178,日本郵政,東証一部,サービス,5850000,4500000000,1300,50.00,25.0,97.18,3274.96
6180,GMOメディア,東証マザ,サービス,5298,1868839,2835,94.00,25.0,186.09,1325.83
6181,パートナーエージェント,東証マザ,サービス,3975,10011600,397,0.00,25.0,21.34,71.76
6182,ロゼッタ,東証マザ,サービス,16297,9967860,1635,5.00,25.0,1.61,215.43
6183,ベルシステム24ホールディングス,東証一部,サービス,89121,73229739,1217,36.00,25.0,72.52,566.18
6184,鎌倉新書,東証一部,サービス,14408,9142000,1576,0.00,25.0,30.02,224.68
6185,ソネット・メディア・ネットワークス,東証マザ,サービス,8437,3094833,2726,0.00,25.0,98.30,933.50
6186,一蔵,東証一部,サービス,6128,5496283,1115,37.00,25.0,142.22,992.70
6187,LITALICO,東証一部,サービス,27546,17445400,1579,0.00,25.0,29.32,107.35
6188,富士ソフトサービスビューロ,JQS,サービス,3301,2250000,1467,20.00,25.0,93.34,784.46
6189,グローバルグループ,東証一部,サービス,20129,8521960,2362,0.00,25.0,102.04,692.68
6190,フェニックスバイオ,東証マザ,サービス,4068,2905500,1400,0.00,25.0,16.62,680.33
6191,エボラブルアジア,東証一部,サービス,41337,17060400,2423,7.00,25.0,35.52,158.06
6192,ハイアス・アンド・カンパニー,東証マザ,サービス,8902,7449300,1195,8.00,25.0,29.53,160.69
6193,バーチャレクス・ホールディングス,東証マザ,サービス,2242,2937953,763,0.00,25.0,24.17,327.78
6194,アトラエ,東証マザ,サービス,25233,3930300,6420,0.00,25.0,86.22,385.04
6195,ホープ,東証マザ,サービス,1764,1394200,1265,-,25.0,-88.94,409.56
6196,ストライク,東証一部,サービス,46595,9677100,4815,18.00,25.0,93.93,386.95
6197,ソラスト,東証一部,サービス,67518,30592500,2207,44.00,25.0,86.88,334.83
6198,キャリア,東証マザ,サービス,16968,4301040,3945,12.50,25.0,80.23,245.97
6199,セラク,東証マザ,サービス,12127,13734400,883,2.70,25.0,26.94,154.92
6200,インソース,東証一部,サービス,15483,8218300,1884,16.00,25.0,44.35,161.99
6201,豊田自動織機,東証一部,輸送用機器,2267851,325840640,6960,130.00,16.9,418.69,7299.56
6203,豊和工業,東証一部,機械,25912,12548134,2065,20.00,16.8,25.57,1197.09
6205,OKK,東証一部,機械,9939,8146556,1220,20.00,16.8,101.23,2637.47
6208,石川製作所,東証一部,機械,24331,6385972,3810,0.00,16.8,9.41,423.40
6210,東洋機械金属,東証一部,機械,17784,20703000,859,25.00,16.8,82.97,788.93
6217,津田駒工業,東証一部,機械,13343,68075552,196,0.00,16.8,8.61,200.30
6218,エンシュウ,東証一部,機械,9467,63534546,149,0.00,16.8,1.59,96.61
6222,島精機製作所,東証一部,機械,221430,36600000,6050,50.00,16.8,289.96,3102.86
6236,NCホールディングス,東証一部,機械,5409,6416046,843,10.00,16.8,38.97,1210.34
6237,イワキ,東証二部,機械,21443,7484370,2865,59.00,16.8,193.74,2246.55
6238,フリュー,東証一部,機械,32484,28296000,1148,-,16.8,98.95,555.70
6239,ナガオカ,JQS,機械,2693,3539200,761,0.00,16.8,35.29,532.33
6240,ヤマシンフィルタ,東証一部,機械,46705,12438000,3755,14.00,16.8,53.06,561.14
6245,ヒラノテクシード,東証二部,機械,29249,15394379,1900,26.00,16.8,96.38,1560.23
6246,テクノスマート,東証二部,機械,20345,10821720,1880,16.00,16.8,75.51,1054.54
6247,日阪製作所,東証一部,機械,32471,32732800,992,20.00,16.8,28.44,1632.83
6248,横田製作所,JQS,機械,1958,1873500,1045,26.00,16.8,92.34,976.82
6249,ゲームカード・ジョイコホールディングス,JQS,機械,19041,14263000,1335,35.00,16.8,98.16,2672.95
6250,やまびこ,東証一部,機械,64045,44108428,1452,30.00,16.8,-,1158.68
6254,野村マイクロ・サイエンス,JQS,機械,9462,10152000,932,15.00,16.8,56.42,844.25
6255,エヌ・ピー・シー,東証マザ,機械,5094,22052426,231,0.00,16.8,6.80,243.72
6256,ニューフレアテクノロジー,JQS,機械,71760,12000000,5980,125.00,16.8,475.01,5070.94
6257,藤商事,JQS,機械,29567,24395500,1212,50.00,16.8,69.68,2018.81
6258,平田機工,東証一部,機械,126061,10756090,11720,100.00,16.8,623.55,3732.45
6262,ペガサスミシン製造,東証一部,機械,19317,24828600,778,22.00,16.8,78.60,819.61
6264,マルマエ,東証マザ,機械,16319,11911600,1370,20.00,16.8,56.08,263.36
6265,妙徳,JQS,機械,3554,8285000,429,8.00,16.8,33.78,541.25
6266,タツモ,JQS,機械,21613,11508300,1878,7.00,16.8,139.11,461.78
6267,ゼネラルパッカー,JQS,機械,3700,1798800,2057,44.00,16.8,135.03,1906.61
6268,ナブテスコ,東証一部,機械,537450,125133799,4295,68.00,16.8,193.60,1278.76
6269,三井海洋開発,東証一部,機械,148240,56408000,2628,40.00,16.8,319.11,2146.97
6271,ニッセイ,東証二部,機械,32348,29194673,1108,24.00,16.8,30.65,1544.79
6272,レオン自動機,東証一部,機械,46421,28392000,1635,28.00,16.8,91.88,771.05
6273,SMC,東証一部,機械,2741933,67369359,40700,-,16.8,1666.74,15782.10
6274,新川,東証一部,機械,16659,20047500,831,-,16.8,11.56,1160.70
6276,ナビタス,JQS,機械,2014,5722500,352,10.00,16.8,14.17,676.08
6277,ホソカワミクロン,東証一部,機械,53501,8615269,6210,75.00,16.8,304.69,3896.08
6278,ユニオンツール,東証一部,機械,71825,20788590,3455,52.00,16.8,150.49,2893.41
6279,瑞光,東証二部,機械,27396,7200000,3805,55.00,16.8,159.88,3608.53
6281,前田製作所,JQS,機械,10288,16100000,639,7.00,16.8,62.35,608.87
6282,オイレス工業,東証一部,機械,74432,34300505,2170,50.00,16.8,119.52,1747.25
6284,日精エー・エス・ビー機械,東証一部,機械,70220,15348720,4575,40.00,16.8,213.09,1556.31
